id,text,label,dataset,text_en
yt_96,news24 राम्रो काम जारी राख्नुहोस् ।,0,youtube,Keep up the good work news24 .
yt_643,यो ऋषि धमला १००%भारत को दलाल हो ।,0,youtube,This Rishi Dhamma is a 100% India broker.
yt_908,गान्धी भारत मा anti हिन्दु हुदा नाथुराम गोद्से ले गन्धी लाई गोलि हानी मरे ।,1,youtube,Gandhiji was shot dead by anti-Hindu hood Nathuram Godece in India.
yt_567,तेरिमा छ माचिक्ने रन्डि का बान ।,1,youtube,The terima is the banner of Machikne Randi.
yt_1547,ओराली लागे को हणिन को चाल भो बाचुन्जेल सम्म पनि मरे कै हाल भो छल गर्‍यो माया ले छल गर्‍यो माया ले - यो गाना म लाई अति मन पर्छ राम कृष्ण ढकाल दाजु पीडित देखियो न्याय दिलाई दिनु होला है रबि दाजु ।,0,youtube,"I have to sing this song to my heart - I love it so much, Ram Krishna Dhekal Daju suffered, I saw justice done, Rabbi Daju."
yt_1091,अब क्रिश्चियन हरु को झोले सरकार लाई पशुपति मा लगेर जलाउनु पर्छ यी साले पताकि हरु लाई अब को भाबीमन्त्री 1 प्रधानमन्त्री रबि लामिछाने 2 रास्ट्रपति शेष घले 3 उपराष्ट्रपति शुसिला ।,1,youtube,"Now Christians must burn the government in a bag and put it in a pet shop, so that they know that they are now the chief minister 1 Prime Minister Rabi Lamichane 2 Rashtrashtrapati Bhaskar Ghela 3 Vice President Shushila."
yt_1008,भ्रष्टाचारि पत्रकार को नाक को डाडी होइन जीउँदै जलाउनुपर्छ तर रबि लामिछाने लाई आरोप लाउनु आलोचना गर्नु भने को महापाप हो ।,1,youtube,"A corrupt journalist should be burned alive, not with a stick, but to accuse Rabbi Lamichane is a greater sin than to criticize him."
yt_397,यो पल हाम्रो लागि महत्त्व पुर्ण छ ।,0,youtube,This moment is very important to us.
yt_1101,यो कुकुर किसोर शेरेस्ठ कम्युनिस्ट को खोल ओडेर सारा कम्युनिस्ट को बेजत गर्यो यस्लाइ बास को कप्ट्यारो हानेर फकलक् कै बनाउन पर्छ ।,1,youtube,This dog kicked the shrewd Communist and screwed up the entire Communist and made the YSLY boss a con man and a falcon.
yt_122,राणि को वान हरु ले ढाड भाँच्चिने गरि कर लादे को छ ।,1,youtube,The rani is to be taken from the vans and broken into pieces.
yt_191,कुलमान भएर matrai यो अन्तरवार्ता हेरे को He is a real hero of Nepal !,0,youtube,He is a real hero of Nepal!
yt_1512,रबिन्द्रा ले यो भ्रष्टाचार कान्ड पहिला नै पर्दा फास गर्नु पर्नी ।,0,youtube,Rabindra took this corruption case first and had to put the curtain on.
yt_919,यी लुट्न लाइसन्स पाए का नेता ले लाखाै लाख जनता मारेर कमाए का धनी भएर के गर्नु त्यहि धन रुवाइँ नै रहेछ ।,1,youtube,The leader of the plunderers who got these licensees will be wasting the same money as the one who got rich by killing millions of people.
yt_1247,देश मा सुशासन र समृद्धि को लागि अब यस्तै अलगधार को राजनीति लाई समर्थन गर्नै पर्छ ।,0,youtube,"For good governance and prosperity in the country, such a disunity must now be supported by politics."
yt_1194,गूठी को जज्गा मा घर छ भने मान्छे पैसा दिए र बिदा गरिदेउ गग्जा दिने हैन ।,0,youtube,"If the goti has a house in a house, people give him money and leave, but not give him a holiday."
yt_131,"यो गोकुले चुतिया र खतरनाक छ , , , यस लाई राउन्ड किक हानेर नाँक को डाँडी भाँचिदिनुपर्छ ।",1,youtube,"This gocule is fucked up and dangerous , and it must be rounded with a kick to break the nose."
yt_1533,उहा काे हाैसला काे लागी साथ र समर्थन गराै ।,0,youtube,He is there to help and support Haisal.
yt_1098,हिरासत मा प्रहरि ले हिर्काउछ बिना कसुर मै ले भोगेकोछु ।,0,youtube,I have been in custody for a while and have been tortured without charge.
yt_940,यी चोर नेता ले जे गरे पनि माफ दिने यी भ्रष्टाचार नेता लाई जुनसुकै party को भए पनि अब जनता ले सडक मा तानेर ल्ययेर आगो लाउनु पर्छ !,1,youtube,"These leaders, who forgive the thieves for whatever they do, these corrupt leaders, who have a passion for whatever party they are, must now drag the people into the streets and set the fire to the walls!"
yt_337,यो सावित्री सुबेदिलाइ बम दिदी बैनि ले कति पैसा मा किने होलान ।,1,youtube,This Savitri Subedila was bought for a bomb by the bomb bonds.
yt_204,"Nimesh ji , why call people like Som prasad . He is not specific in his words and doesnt refer to any fact while talking !",1,youtube,"Nimesh ji , why call people like Som prasad he is not specific in his words and does not refer to any facts while talking !"
yt_36,यो लालिगुरास सस्था सुरेन्द्र केही पनि श्याम प्रदेशी जस्तै चोर डाका रछ साले यस लाई छोडनु हुन्न दलाल चोर लाई ।,0,youtube,This Laliguras institute Surendra brought nothing like the Shyam Pradesh thief who stole the car and never left it.
yt_389,शुशिल जि लाई धेरै धेरै धन्यवाद राम्रो प्रश्न सोध्नु भए को मा ।,0,youtube,Thank you very much to Shushil Ji for asking a good question.
yt_363,पि एक डि को घुम्टो ओडेर राष्ट्रियता नभए का मान्छे को काम छैन ।,1,youtube,A person who is not a national is not worthy of a job.
yt_561,नेता त सबै चोर छ न यार कोही ले थोरै खान्छ कोहि ले धेरै खान्छन् फरक त्यही हो चोर दलाल हरु साला हो देस त भिखारी पन बनाय छि छि दलाल हरु देस छोड साला दलाल हरु हो ।,0,youtube,"The leader is a thief, and the leader is a man who eats little, and the thief eats much, and the thief is a man who makes a beggar."
yt_1405,हो म छु रबि सर को समर्थन मा जय रबि सर रबि सर रिहा हुनुपर्छ ।,0,youtube,I am in support of Rabbi Sir Jay Rabi Sir Rabi Sir should be released.
yt_14,थुक् का एमाले को गोठालो यस्ता मुला जड्या दलाली डलरे का गोठाला बोल्ने तरिका तेरो यस्ता मुलालाइ नेता चाहिँ कस् ले बनायो ठिक लाई ठिक बेठिक लाई बेठिल भन्न नसक्ने कुपुत्र हरु किना गर्छौ राजनिती बोरु इशाइ को धोती धोयर बस्न यार ।,1,youtube,"Do not be afraid to be a good leader, but do not be afraid to be a good leader, to be a good leader, to be a good leader, to be a good leader, to be a good leader, to be a good leader, to be a good leader, to be a good leader, to be a good leader, to be a good leader, to be a good leader, to be a good leader, to be a good leader, to be"
yt_992,यो रिसि को नाक को डाडी भाच्नु पर्छ 1 करोड छुट्टीयार यो भ्रष्टाचारि हो ।,0,youtube,This rishi should be punched in the nose 1 crore times and this is corruption.
yt_1460,काँग्रेस का परजिवी लाई ठिक पार्नु ।,0,youtube,Fix the Congress party.
yt_600,सबै भन्दा पहिला यो सबित्री छक्का लाइ लात लाएर देश निकाल गर ।,0,youtube,"First of all, bring this sixth seed and drive out of the country."
yt_593,बम दिदी बहिनी ब्यस्या नै हुन बिस्ट को छोरा र मेयर को भतिज को ओछ्यान हुन ।,1,youtube,The bomb's sister-in-law was not the only one to have the son of the mayor and the mayor's nephew sleeping with him.
yt_1445,अब सिधाकुरा कार्यक्रम हैन रवि दाजु देश चलाउनु पर्छ हजुर ले ।,0,youtube,"Now the Sidhakur program is not run by Ravi Daju, the country must be run by Grandma Le."
yt_219,यो मुर्दार कसरी पत्रकार कहलिय को छ कुन्नी !,1,youtube,How could this dead man call a journalist a bitch!
yt_943,भ्रश्ट्चारी हरुलाइ टुंडिखेल मा ल्याइ झुन्ड्याएर गोलि ठोक्नु पर्छ ।,1,youtube,The corrupt Haruli must be brought into the game and beaten by the corrupt.
yt_416,"यो पार्टी को भतुवा देश को इतिहास नै बिर्सेर कुरो गर्दैछ , राजा ले यो देश न बनाय को भय कहा बाट लोकतन्त्र गणतन्त्र ल्याथ्यो , देश खोक्रो बनाइ सके यस्तै गद्दार नेता हरू ले गर्दा , राजा फालेर आफु ले पनि राम्रो काम गर्न सक्नुपर्छ नि अनि पो भने को पनि सुहाउछ ।",1,youtube,"The party is being forgotten by history and the country is being forgotten by history, the king was afraid not to make this country a republic, the country could be made a democracy, while the country could be made a void by such treacherous leaders, King Falar himself could do well and he would please everyone."
yt_981,राजा हटेर जन्ता लाई के फाएदा भयो जन्ता झन बल्त्कार चोरि बडे को छ कि चोर पनि कस्तो ३८ कुईन्टल सम्म चोरि हुन्छ प्रचन्ड र केपि अोलि दुई जना ले जन्ता अघाए को हो रराज अतिए र मात्र गनतन्त्र अाए को नअातिनु हो भने नेपाल मा गारो हुनथियो ।,1,youtube,"The king removed the Janta to the benefit of the Janta to the king, and the king removed the Janta to the benefit of the Janta to the king, and the king stole from the king, and the thief also stole from the king to 38 quintals."
yt_989,यी दुष्ट भ्रस्टचारी हरु लाई फाँसी नै हुनु पर्छ ... . ।,1,youtube,These wicked corrupt men must be hanged . . .
yt_826,यिनी मा चिक्ने हरु लाई त जन्म कैद गर्ने मान्छे चाहिए को छ ।,1,youtube,These little pigs need a birth-caged man.
yt_512,म हान्छु गोली अब आयेर सबै चोरहरुलाइ याद गर्दै गर ।,0,youtube,I'm going to shoot now and come and remember all the thieves.
yt_1034,यो पुन्य गौतम लाई गाला पुट्ने गरि दिनु पर्छ ।,0,youtube,This poet should be allowed to chew Gautama's throat.
yt_694,"यो चिक्ने पत्रकार विहारी परेछ की कसो मुजी नेपाल को बारे मा प्रशन गनुनी के नेपाल देश ईन्डीया को कुनै स्टेट होर सुरेन्द्र केसीसग प्रशन गनु यार अच्म आझै 5 , 7बषेॅ पडेर आऊ पत्रकार भाई ।",0,youtube,"This chick journalist Vihari Perech ki is asking Ganuani about Nepal, the country of Nepal India is no state Hor Surendra Kesisag is asking Ganu Yar Achcha 5 , 7Bsheya Pader and the journalist brother."
yt_1543,रवी लाई फसाउन लाई किशोर श्रेष्ठ ले अझ के के कुरा मा फसाउने योजना बनाउँदै होला सावधान रवी सर ।,0,youtube,"Beware, Ravi Sir, he may be planning to trick Ravi into talking about what the teenager Shashtra Le Az is doing."
yt_737,क्यामेरा एकछी न बन्द गरेर रगत छात्ने गरि हान्नु पर्ने थियो साले कुकुर लाई यति रिस त आज सम्म उठे को छैन ।,0,youtube,Should I have been killed by a blood thistle without closing my mouth so that the dog was so angry that he never got up?
yt_1390,अनि जनता लाई चै सम्बोधन गर्नु भएन रबि सर जनता लाई सम्बोधन सहित घाइते तथा बन्दी भए का लाई समेत भेट्नु नै होला ।,0,youtube,"And if you did not address the people, Rabbi Sir, you would have to address the people, including those who were wounded and those who were imprisoned."
yt_517,यो तिनै पाती चोर हो इनी हरू लाई जन्ता मिलेर जेल हाल्न पर्छ ।,0,youtube,"Whether they are thieves or not, they should be jailed together."
yt_754,राम बा. बम्जन मुजि घन्टा गुरु ।,0,youtube,Ram Ba. Bamjan Muji is the hour guru.
yt_631,यो मुला canada nepal chanel का थियो जब चितवन मा आन्दोलन तथा विभिन्न कुरा भयो लाज छैन है अहिले रबि दाई निस्कने बेला चै अनुवार देखाइराछ हुत्तिहारा ।,0,youtube,But it was the canada nepal channel when the movement and various things happened there is no shame now that rabbi daai is coming out on monday.
yt_1027,जस् को कुरो स्पष्ट बुझिन्थ्यो उसाइ लाई सिद्ध्याइ दियेउ अब के बुझ्ने ?,1,youtube,"What was once clear enough to prove the cause of the rise, what will we now understand?"
yt_1233,यी भ्रष्ट गोरु हरुला नौडाडा समुन्द्र पारी नकटाई जनता को अर्को बिकल्प छैन अब जागौ सबै जागौ बेलै मा जागौ ।,0,youtube,These corrupt cows are hurling Naudai across the sea to fake the public has no other option now wake up all wake up at night.
yt_579,यो रन्डी भालु छ्क्का सावित्री पैसा मा बिग ने हो पहिले निर्मला को न्याय को लागि पितिकोत प्रदशन को नाम मा छक्का शरीर देखायो अहिले बम दिदी बहिनी ले दुई चार पैसा दिय का होला न अनि उनि हरु को पक्ष मा बोल्दै छ कुकुरनि ।,1,youtube,The Randi bear six money in the big ne first to Nirmala for justice in the name of the patricot pradesh show six bodies in the name of now the bomb sister gave two or four money and they are speaking in their favour dogni.
yt_743,थुक्क यस्तो पनि राज्य हुन्छ देश चलाउन सक्दैनौ भने जोगी बनेर हिड कुकुर हरु ।,0,youtube,Even a kingdom that cannot run a country is a dog that walks like a yogis.
yt_845,यो बिस्वराज पोख्रेल भन्ने कुकुर लाइ कस् ले बनायो डि आइ जि गोलि लागेर मिर्तु होइन पहिला हातखुट्टा भाचिदिएर पछि गोलि हानी हत्या गरे को छर्लङ्ग छ साला नक्कली भिदन्त बनाउछ खाते ।,0,youtube,"This dog named Bismillah Pokhrel, who made it by laying a deadly gun on his first leg, then killing the victim with a shot, is a fake villain."
yt_942,कुर्सी को लागि जन्ता मार्न नेता जात भात धर्म चेन्ज गर्ने नेता कानुन छ र नेपाल छैन ।,1,youtube,"The law is to kill a leader for the chair, and the law is to change a leader for the sake of the chair, and Nepal does not."
yt_1162,भ्रष्ट र अराजक लाई हान्नै पर्छ ।,0,youtube,The corrupt and chaotic must be harmed.
yt_1677,अब के हुन्छ कसैइ लाई थाहा हुदैन तर पनि कैले पनि हतार न गर्नु होला बरु काम छुटोस अर्को कुरा सरकार ले बीग्रे का पुरानो सामग्री लाई युज न गर्नु ।,0,youtube,"No one knows what will happen now, but no one should hurry up and quit the job, or else the government should not use old material from the Bigr."
yt_923,भ्रष्टचारी लाई टुंन्डिखेल मा ल्याएर झुन्ड्याएर गोलि ठोक्ने कानुन सम्सोधन गर्नु पर्छ ।,1,youtube,The law that would bring a corrupt person to the table and hang him or her must be amended.
yt_163,सचि नै रबि दाइ माहान हुनु हुन्छ ।,0,youtube,The secretary of state is a great man.
yt_179,म लाई एकपटक यो सुर्य पाठक भन्ने अरिङ्गाल संग भिडनु मन छ ।,1,youtube,I'm going to have to come face to face with this aringale called the sun reader once.
yt_726,यो कुकुर को छाऊरो ले गलत भन्दैछ यो कुकुर भने को बेरोजगार झोले हो यस ले नेपाली को भलो चाहन्न है यस को कुरो मा सत्यता छैन ।,0,youtube,This dog is a dog that is unemployed and is not good for the Nepali.
yt_1124,Dij को झुट कुरा स्थानीय को अनुसार जानी बुझी मारे को हो भन्ने स्थानीय हरु को भनाई छ ।,1,youtube,The locals have told the locals that Dij is lying to the locals.
yt_369,"यो भिडियो हेरहोई रबि को अन्धभक्ता भेडा भन्ने पार्टि को झोले महा भेढा हरु , हामि रबि को खुबि लाई सलाम ठोक्छु , ✊✊ ।",1,youtube,"This video shows the rabbi to a party called the blind sheep pack the great sheep , I salute the rabbi very much ,  ."
yt_44,"याे जालि हरु , फटाहाहरुकाे कुरा यस्तै हाे !",1,youtube,"Oh, the net, the flappers are like that!"
yt_574,साला यो साबित्रा सुवेदी रन्डी लाई कालो मोसो लगाएर परिक्रमा गराए को हेर्न यकदम मन छ ।,0,youtube,It is always a pleasure to see this year the Saffra Suvedi Randi is put around the world wearing a black mousse.
yt_668,आखिर मा देश र जनता लाई यी बेइमान कुकुर हरु ले केहिपनि गर्ने होइनन् ।,0,youtube,"After all, the country and the people are not going to be affected by these dishonest dogs."
yt_791,यो मुजि केपि को चम्चा लाइ नि गोलि खाना मन लायो जस्तो छ !,1,youtube,It's like this one made Kapi want to eat a tablespoon of shots!
yt_966,सबै भन्दा पहिला यो सबित्री छक्का लाइ लात लाएर देश निकाल गर ।,0,youtube,"First of all, bring this sixth seed and drive out of the country."
yt_359,यस्था भ्रष्ट नेता हरुलाइ सिधै इन्काउन्टर गर्न पाइन्छ कि नाइ ।,1,youtube,Whether or not corrupt leaders can be directly encountered.
yt_864,बर्दी लगा को चोर पुलिस थुक्क तेरो बुदि !,1,youtube,The thief police are beating you up!
yt_5,कुरा सही हाे प्र म भएर काम गरेर देखाउनु पर्याे नारायण मान ज्यू ।,0,youtube,To do the right thing and show it by doing it is a noble thing.
yt_1425,मेयर द्वारिका लाल चौधरी ज्यू को जीबनी भाबी पुस्ता ले पढ्न पाउनु पर्छ भन्ने जती ले मेरो पोस्ट मा लाइक गरूमत ।,0,youtube,Mayor Dwarika Lal Chaudhary liked my post because she believed that Jews should be able to read from the lips of the Bhabhi generation.
yt_1169,प्रहरी ले एदि ग्यानेन्द्र साही लाइ यातना दिय को होइन भने कस् ले गर्यो यो प्रहरी निकाय लाइ पनि छान बिन गर्ने अर्को निकाय छ कि छैन नेपाल मा चोर मै ले चोरे कहिले भन्ला र ।,0,youtube,"If not the police officer, Adhi Gyanendra Sahi, who tortured him, how did this police body also be investigated by another body in Nepal, whether thieves have ever been robbed or not."
yt_1641,If you are true Nepali citizen please support Dawrikalal Chaudhary Jay Nepal यदि हामी सच्चा नेपाली हैौ भने मेयर लाई साथ दिनु पछ जय नेपाल ।,0,youtube,If you are a true Nepali citizen please support Dawrikalal Chaudhary Jay Nepal If we are true Nepali then accompany the mayor to Padha Jai Nepal.
yt_47,पठक ले भटेर आ को जनता सबै नेता का झन्डे र झोले हो ।,1,youtube,The people of Patak Le Bhater A are the flags and bags of all the leaders.
yt_1225,यो सोम भन्ने खाते दलाल लाई जहा भेट्यो तेही कालो मोसो दलेर जुत्ता को माला लगाएर सहर घुमाउनु पर्छ l पछि देखि यस्ता दलाल लाई t v मा ल्याएर जनता लाई यस्ता नरपशु को अनुहार नदेखाउनु होला l ।,1,youtube,"The accounting broker called Som must travel around the city wearing the same black Mosso Dealer shoes as he found them. From then on, he must bring such brokers into the city and not show the public the face of such a beast."
yt_311,यो मुजि गणतन्त्र नेपाल को लागी अभीसाप हो नेता र उनी हरु को पेट भर्न को लागी मात्र र उनी हरु का झोले कार्यकर्ता साथसाथै रीसी धमला को कुरै नगरौ ऊ पनी पर्चन्डे को पुछर हो यो पत्रकार को बाहाना मात्र हो ।,1,youtube,It is just wrong for the Muji Republic of Nepal to be a leader and it is only to fill their stomachs and their sack workers as well as Reesi Dhamla to curry the town and ask the police to answer it is only to talk to the journalist.
yt_759,डिसलाईक गर्ने हरु गधा हरु नेता का गोठाला हरु आजै मर साले हरु यति राम्रो खबर लाई डिसलाईक गर्छन् चोर हरु ।,0,youtube,"Dislikers, donkeys, leaders' shepherds, thieves, who are still dead, disliked by good news."
yt_228,म पनि डा. भिमार्जुन को बिचार मा सहमत ।,0,youtube,I also agree with Dr. Bhimarjun's opinion.
yt_1511,नेपाल को बारे मा प्रश्न गर !,0,youtube,Ask about Nepal!
yt_1074,बिप्लप को नेता कर्याकर्ता हरु काता गय यस्ता सहकारी को संचालक लाई लगेर झुन्डायर कर्बाही गर्नु होला अनि नेपाली जनता ले बिप्लब लाई साथ दिन्छ ।,1,youtube,Such a cooperative that was cut off from the leaders of the Biplops had to be taken to the director and be rounded up and the Nepalese people would support the Biplops.
yt_1518,सगर सर पुन्य लाई दुई चार झापड लगाइदिनु पर्ने थियो हावा ताल मा बोल्छ यार पुन्य ।,0,youtube,Sagar Sir Punya should have been given two or four shovels.
yt_364,द्वारिकालाल चौधरी मेयर साब ढकमगाउनु हुदैन हामी तपाई को साथ छौ तपाईं अलिकति पनि हतोत्साहित हुनु हुदैन यो हाम्रो सुझाब छ ।,0,youtube,"Dwarikalal Chaudhary, the Mayor of the city, is not to be discouraged.We are with you and you should not be discouraged."
yt_1275,"उद्योग होस या सर्बसाधारण सबै लाई बराबर को चार्ज लगाउनु पर्छ कुलमान सर , बिजुलि बिल नतिर्ने सबै को लाइन काटिनु पर्छ तब बल्ल देस आगाडि बढ्ने छ ।",0,youtube,"Hoses or the general public should all be charged equally, sir, all without paying the electricity bill should be cut off and then the industry will move forward."
yt_1545,रबि सर यदि मिल्छ भने DR भिमार्जुन अाचार्य लाई ल्याउनुस न ।,0,youtube,"Rabi Sir, if you can find Dr. Bhimarjun Acharya, do not bring him."
yt_1396,अब हजुर प्रत्रकार हैन देश को मन्त्री बन्नु पर्छ ।,0,youtube,"Now the country must become a minister, not a grandfather."
yt_224,कस्ताे चित्न नबुजेकाे गधा हरूकाे कुरा पत्रकार् ले एस्ताे भन्दापनि लाजपचाएर बाेल्छन थुइक्क गधा हाे ।,1,youtube,How to talk about a donkey is a more lazy joke than this.
yt_894,माव बादी ले नि त चिक्यो होला नि किन तेहा को चि हिंसा भएन र ।,1,youtube,The people of Ma'aw had been shocked by the violence that had taken place.
yt_1411,यस लाई पत्रकारी पेशा बाट बर्खास्त गर्नुपर्छ ।,1,youtube,This person should be dismissed from the journalistic profession.
yt_1363,समचार बनाउदा यो हेडलाईन बिगारेर view बडाउने काम नगर्नु होला plzz plzz plzz plzz ... . ।,0,youtube,"When creating a newsletter, this headline is not affected by the view magnification, so please do not use it."
yt_375,जब्बर गर्न पाईन्छ राजेन्द्र जी ?,1,youtube,Can you force Rajendraji to do it ?
yt_23,"यी दुई चोर नेता हरू ले तर्क गरे को होइन , यी भ्रष्ट रुए को हुन , यिनि हरु को एक शब्द सहि बोले को छैन ।",1,youtube,"These two thieves were not arguing with the leaders, but with these corrupt ruos, who could not speak a word correctly."
yt_1023,तिमी जस्ता नारी यो देश को राष्ट्रपति भन्न पनि लाज हुन्छ आफैलाइ आफ्नै श्रीमान को हत्या गर्ने जाठी थुलो कुरा किन लाज छैन ।,1,youtube,"A woman like you is ashamed to call this country president, so why not kill her husband?"
yt_1115,यदि civil मान्छे ले हत्यार होलेर हिड्नेछ भने नेपाल पुलिस ले गोलि ठोक्नु नै पर्छ ।,1,youtube,"If civilians are to walk a killer's horn, the Nepal police must shoot them."
yt_290,राम्रो योजाना हरु छन रबिन्द्र मिश्र सङ्ग रहेछन मनपर्यो ।,0,youtube,It is a good idea to have Rabindranath Tagore join us.
yt_777,यो कस्तो कमिनीस्ट माचिक्ने झुट कती बोले का जाठा हरू कमिनीस्ट का नेता भनादा ।,1,youtube,What a communist-faced lie the communist leader has told.
yt_472,बाबुराम यी पत्रकार ले पि एच डि को धम्की पो ल्गाउछन त ।,1,youtube,Baburram is threatening to take the PhD from this journalist.
yt_1595,ज्ञानेन्द्र शाही लाई interview को लागि ल्याउन आग्रह गर्दछु ।,0,youtube,I urge Gyanendra Shah to bring in for the interview.
yt_185,नेपालि को इज्जत फाक्यो कुकुर कुकुर्नी हरु ले पाहुनालाइ राम्रो सङ स्वागत गरेन कम्सेकम २ हात जोदि नमस्ते त गर्नु पर्छ नि ।,1,youtube,The Nepali is respected for its facky dog cockroaches and welcomes guests with a warm welcome.
yt_1049,यो झोले पुन्ने गौतम लाइ राम धुलाई गर्नु पर्छ ।,0,youtube,This bag must be washed again by Gautam Lai Ram.
yt_1552,रामकृष्ण ढकाल लाइ मात्र नभयर अरु लाई नि सहयोग गर्नु सब हामी नेपाली ।,0,youtube,Ramakrishna Dhakallai not only helps others but also helps others.
yt_948,हिजो सम्म बम्म दिदी बैहिनी नै हुन्न हत्यार भनेर बुरुक बुरुक मिडिया मा यहि पागल्नी कराए की थिए ।,1,youtube,"Until yesterday, this madness was made known in the Buruk Buruk media that Bom Diddi Bahini was not a murderer."
yt_399,नेपाल मा पत्रकार कम पुत्रकारी धेरै छन सलाम मियर ज्युलाइ जय नेपाल ।,1,youtube,There are many journalists in Nepal who are less than son-in-law.
yt_382,सोम् पान्डे को औकात् एउटा भ्रस्टाचारि को मतियार् बाहेक् अरु केहि छैन् ।,1,youtube,There is nothing more than a corrupt man voting for Som Pandey.
yt_843,कस्ताे चित्न नबुजेकाे गधा हरूकाे कुरा पत्रकार् ले एस्ताे भन्दापनि लाजपचाएर बाेल्छन थुइक्क गधा हाे ।,0,youtube,How to talk about a donkey is a more lazy joke than this.
yt_394,रबि मात्र हैन उस को बाउ आए पनि केही फरक पर्दैन राम्रो काम गर्ने मेयर साब लाई हाम्रो समर्थन छ ।,0,youtube,"Not only Rabbi but also he is a good man, but we have our support for the good mayor."
yt_1446,यो भाई ले भने को एकदम सहि हो यो देश अब युवानेता चलाउनु पर्छ ।,0,youtube,"It is quite true that this brother is right, this country must now run its youth."
yt_1042,यो साला झोले पुण्य को गाला रन्काउनु पर्ने ।,0,youtube,This bag should be used to paint the face of virtue.
yt_313,थुक्क पोखरेल भन्ने माहाभ्रष्ट को कुतर्क ।,1,youtube,It is not the case with the corrupt man who claims that he will be punished.
yt_627,साला त्यो भ्रष्ट कुपत्रुकार किशोर भन्ने ले त रबि पत्रकार हैन भने को होला ।,0,youtube,"If Sala is a corrupt, rogue teenager, who knows if Rabbi is not a journalist?"
yt_634,यदि रबिदाई लाई केही भयो भने साले नेपाल को चोर नेत k p ओलि लाई सिधाईदिने हो र नया सम्बिब्धान लिउने हो नेपाल को नेता हरु चोर छ सबै ।,0,youtube,"If anything happens to Rabidaye, then the leaders of Nepal should be the thief leader of the party and should be directed to the new president."
yt_1026,मर्ने बेला मा नि बैँस हालेर बूढो को हत्या गरौर केपि ओलि सँग रमोलिदै राष्टपति भाकि छ नखर्मौलि ।,1,youtube,"The dead man sat down and killed the old man, and the president, Bashiki Nakhrimoli, was praised alongside Kapi Oli."
yt_230,तपाई देश प्रेमी जनता को हिरो हो rabi ।,0,youtube,"You are the hero of the country-loving people, Rabbi."
yt_1593,सुर्य राज सर के सरकार को कमिकमजोरी टिका टिप्पदी आलोचना र सरकार लाई होशियारी गराउने सबै राजाबादी देख्नु भन्दा सरकार को कामकारबाही मा सुधार ल्याउने तिर सोच्नीकि ?,0,youtube,"Rather than seeing the government of Surya Raj Sir undermined, criticized and criticized by all the kingdoms who were raising awareness of the government, should the government think of improving the working conditions?"
yt_452,"नेपाल को हिरो , रवी लामीछाने !",0,youtube,The hero of Nepal is Ravi Lamichane !
yt_1615,सर एक पटक सोध्नुन रबि लाई कुन हिसाब ले लगए को थियो ।,0,youtube,Sir was once asked what account Rabbi took.
yt_1524,पुन्य जि हजुर गलत हुनुहुन्छ है यो केस मा धेरै नबोल्नुस ।,1,youtube,"Again, if Grandpa is wrong, don't talk too much about this case."
yt_1076,यो खाते लाई पाता फर्काएर चुट्नु पर्छ सबै कुरा सहि सहि ओकल्छ बुद्ध को नाम मा कलंक फैलाउने कुजात ।,0,youtube,"This account must be found and punished, and everything must be correctly erased, so that the name of the Buddha may be defamed."
yt_657,यिनै राडिकाछोरा हरु ले गर्दा देश बिकास हुन नसके को हो ।,1,youtube,"If these children were to be taken away, the country would not have developed."
yt_1153,अत्ति भए पछि भ्रष्टाचारि को नाक को हड्डी मात्रै होइन मार्दिनु नै पर्छ ।,0,youtube,"After that, the corrupt must be killed not just by the nose but by the bone."
yt_1282,भिम अर्जुन जी तपाईं पनि यक पटक राजा भेट्नुस भन्छु ।,0,youtube,Bhim Arjun Ji I ask you to meet the king once.
yt_638,"यो रिसि धमला डाका हो कस्तो हल्का तर्क गर्छ मुला ले , यो दलाल हो , यो केपि अोलि र प्रचण्ड को चम्चा मात्रै होइन भारत को गुलाम हो ।",0,youtube,"It makes a slight argument as if it were a thief, but it is a broker, it is a spoonful of Kapi Oli and Pradhandi, not only a slave to India."
yt_7,याे सुर्य पाठाक अाफु लाई देउता सम्झेकाे छ ।,1,youtube,This is a sun-reader who remembers giving Afu Lai.
yt_1349,"अब तपाई पनी सडक मा आएर भ्रष्टाचार , हिंसा , हत्या र अराजकता को बिरोध गर्नु पर्ने समय आयो ।",0,youtube,"Now is the time for you to take to the streets and fight against corruption, violence, murder and chaos."
yt_1095,यो मुजि केपि को चम्चा लाइ नि गोलि खाना मन लायो जस्तो छ !,1,youtube,It's like this one made Kapi want to eat a tablespoon of shots!
yt_1485,नेपाल को नेता भने को गगन दाई मात्रै हो अरु त सब चोर हो यो कुरा मा कसै लाई संकालग्छ भने मसग बहस गर्न सुजाब दिन्छु ।,0,youtube,"If anyone is bothered by this, I suggest that they discuss it."
yt_723,यस को र बाबुराम को पीएडी ऊसतै चोर पुन्य पातकी डाका ।,0,youtube,Yes and Baburram were sent to PAD as thieves and robbers.
yt_1011,समय आए पछि सबै भ्रष्ट नेता हरु मर्नेछन ।,1,youtube,"In time, all corrupt leaders will die."
yt_1273,कुल मान सर लाई सहयोग गरौ ।,0,youtube,Please support the total value sir.
yt_865,ओय साला पोखरेल तं साला कति झूठबोलना सकेहोला ।,0,youtube,He was able to tell the truth about how much he lied.
